OrderDetailID,OrderID,ProductID,Discount,Quantity
1133,13528798,62,,1
1134,13528798,65,0.15,5
1135,22401476,35,,10
1136,21136913,11,,4
1137,25693005,47,0.1,6
1138,25693005,93,,2
1139,25693005,46,,7
1140,25693005,75,,3
1141,24335040,86,,6
1142,24705117,58,,3
1143,25658621,87,0.1,3
1144,22542728,90,,5
1145,22542728,43,,7
1146,24919091,88,0.1,3
1147,24919091,74,,4
1148,24919091,70,0.15,6
1149,24585835,62,,3
1150,24585835,56,,3
1151,24585835,70,,3
1152,22258386,50,,4
1153,22258386,78,,2
1154,25378520,18,,4
1155,24450781,93,,6
1156,24450781,52,,1
1157,24450781,53,,1
1158,12556136,94,0.2,2
1159,12556136,49,,2
1160,12556136,67,,4
1161,12556136,66,0.1,1
1162,24411711,72,,2
1163,14770705,66,,3
1164,14770705,54,0.1,5
1165,14770705,3,,5
1166,14688263,68,,2
1167,14688263,54,,1
1168,14688263,67,0.1,5
1169,22046816,12,,3
1170,22046816,50,,3
1171,23109529,57,,3
1172,13643140,50,,1
1173,13643140,2,,3
1174,13643140,60,,1
1175,25010472,87,,3
1176,25010472,43,,3
1177,23780358,43,,2
1178,21244060,9,,2
1179,21244060,5,,3
1180,21244060,18,,2
1181,21244060,6,,2
1182,21244060,43,,1
1183,24302063,20,,6
1184,11320928,80,0.5,3
1185,11320928,1,0.5,6
1186,11320928,80,0.5,1
1187,11320928,40,0.5,3
1188,11320928,70,0.5,1
1189,22287259,9,,2
1190,22287259,83,,6
1191,22287259,85,0.1,1
1192,11573599,38,0.1,2
1193,14968367,42,0.5,3
1194,23749098,56,0.1,9
1195,23749098,90,0.1,14
1196,23749098,1,,1
1197,12051710,21,0.5,4
1198,12051710,20,,4
1199,12051710,40,0.4,7
1200,12516674,33,0.1,3
1201,12516674,39,,5
1202,25894162,80,,5
1203,23421954,7,,4
1204,23421954,59,,2
1205,25032747,47,,1
1206,22379967,48,,5
1207,22379967,52,,2
1208,22907593,52,,3
1209,15910162,56,0.6,3
1210,15910162,29,0.5,3
1211,22076928,49,,5
1212,22076928,72,,2
1213,23121115,81,0.1,2
1214,23121115,7,,3
1215,23121115,1,,2
1216,23121115,87,,2
1217,23121115,52,,4
1218,23121115,32,,7
1219,23121115,72,,5
1220,23717351,13,,2
1221,23717351,14,,2
1222,21611223,46,,5
1223,21611223,1,,3
1224,15217561,85,0.5,3
1225,23617816,37,,5
1226,24093113,26,,2
1227,24093113,12,0.4,3
1228,24093113,93,0.4,3
1229,13410434,65,0.1,4
1230,24877774,14,,3
1231,14370630,63,0.5,2
1232,22570414,89,,5
1233,14565126,44,0.5,2
1234,14565126,85,0.5,9
1235,14565126,34,0.5,2
1236,14565126,17,0.5,5
1237,14565126,53,0.5,4
1238,14565126,20,0.5,1
1239,23470557,37,,9
1240,23367036,25,,3
1241,14565126,87,0.5,6
1242,14317663,11,0.1,2
1243,14317663,57,0.1,4
1244,21786064,94,,5
1245,12725191,90,0.5,9
1246,12725191,32,0.5,3
1247,25507767,86,,2
1248,25507767,22,,5
1249,25507767,63,0.15,6
1250,13270900,15,0.5,3
1251,24450646,70,0.1,11
1252,13270900,75,0.5,2
1253,24450646,15,,5
1254,13270900,9,0.5,8
1255,11258830,60,0.3,1
1256,21590255,75,,8
1257,15515844,50,0.5,7
1258,23614277,69,0.1,2
1259,23614277,60,,5
1260,25407941,75,,1
1261,15348771,18,,1
1262,15348771,14,0.1,9
1263,25125239,7,,7
1264,23341008,23,,14
1265,23341008,81,0.1,3
1266,23341008,42,,1
1267,23341008,11,0.15,3
1268,23341008,49,0.15,5
1269,25089231,26,,3
1270,25089231,78,,1
1271,22719699,88,,3
1272,24392169,32,,1
1273,22314308,23,,3
1274,22314308,69,,3
1275,22314308,80,,3
1276,24141275,75,0.1,3
1277,24141275,76,0.1,2
1278,21527372,53,,5
1279,21527372,50,,2
1280,25950121,50,,3
1281,23142386,31,,3
1282,24479011,32,,9
1283,24479011,24,,7
1284,23142386,70,,1
1285,23729382,76,,2
1286,23729382,10,0.4,1
1287,23729382,51,0.4,3
1288,22072928,48,0.1,3
1289,23291135,35,,1
1290,23870093,2,0.1,5
1291,21962134,2,,3
1292,23002504,6,,1
1293,23002504,33,,1
1294,24620955,39,,2
1295,24620955,58,0.1,3
1296,12568112,92,0.1,2
1297,12568112,70,0.1,2
1298,12568112,1,0.1,2
1299,12568112,43,,2
1300,21196075,24,,5
1301,21196075,69,,3
1302,21196075,76,,3
1303,25898391,43,0.1,1
1304,25898391,85,,3
1305,25898391,28,,2
1306,25898391,21,,6
1307,25898391,55,,5
1308,25898391,31,0.1,6
1309,25898391,51,0.15,2
1310,24272488,59,,7
1311,24272488,44,,1
1312,24665208,25,0.1,2
1313,24665208,43,0.1,2
1314,24665208,65,0.1,3
1315,24665208,31,0.1,3
1316,24665208,34,0.1,3
1317,24665208,38,0.1,3
1318,13513943,29,0.1,3
1319,25867926,41,,4
1320,14230809,6,0.15,8
1321,23356037,77,,1
1322,23947498,52,,3
1323,23947498,50,,5
1324,12866156,30,0.15,3
1325,13784375,33,0.6,6
1326,12709916,1,0.6,2
1327,12359180,59,0.4,3
1328,12421873,57,0.5,2
1329,12421873,71,0.5,5
1330,12421873,23,0.5,5
1331,14913414,93,0.5,3
1332,12421873,47,0.5,3
1333,12421873,82,0.5,5
1334,12421873,32,0.5,5
1335,12421873,94,0.5,2
1336,14913414,65,,6
1337,14913414,3,0.4,10
1338,12861112,9,,2
1339,12861112,21,,4
1340,15091991,93,0.5,2
1341,15091991,11,0.5,4
1342,12861112,16,0.15,2
1343,14264595,21,0.15,7
1344,14264595,27,0.15,2
1345,23091823,77,0.1,5
1346,25201850,2,,3
1347,23091823,70,0.1,4
1348,22339332,84,0.1,6
1349,23136087,35,,2
1350,23136087,82,0.1,6
1351,23136087,91,0.15,2
1352,22093980,55,,1
1353,23134727,56,0.1,3
1354,23134727,61,0.1,2
1355,23134727,40,0.2,3
1356,23134727,34,0.1,2
1357,23134727,56,0.1,5
1358,23394310,72,,2
1359,22117222,86,,3
1360,13745230,23,0.5,7
1361,13745230,59,0.5,2
1362,13745230,25,0.5,2
1363,21058269,52,,2
1364,21058269,15,0.1,4
1365,22950882,21,,6
1366,22950882,4,,7
1367,21058269,88,,3
1368,21058269,21,,3
1369,22950882,80,,7
1370,21119145,20,,2
1371,12323076,10,0.5,2
1372,25911716,72,,9
1373,25911716,82,,3
1374,25911716,12,,3
1375,25911716,14,,12
1376,25701425,41,,4
1377,25701425,61,,2
1378,22251272,93,,2
1379,22251272,44,0.1,4
1380,24688304,81,0.1,4
1381,24688304,49,0.1,3
1382,24178211,63,,2
1383,24178211,70,,4
1384,14429506,75,0.5,2
1385,22880425,20,,2
1386,24178211,67,0.15,4
1387,24169574,12,,5
1388,24485758,52,,2
1389,24485758,58,,6
1390,21782465,22,0.1,2
1391,25220738,31,,2
1392,25220738,83,,3
1393,24731879,20,,2
1394,13977380,57,,5
1395,13977380,23,0.1,7
1396,12803139,32,0.5,5
1397,12803139,5,0.5,1
1398,12803139,94,0.5,2
1399,12803139,29,0.5,5
1400,21537002,39,,3
1401,21537002,27,,10
1402,21537002,55,,3
1403,21698059,32,,10
1404,12241184,55,0.1,2
1405,22470488,11,,3
1406,22470488,42,,7
1407,22470488,78,,7
1408,22470488,93,0.1,7
1409,12992208,73,0.5,7
1410,12992208,80,0.5,2
1411,12992208,39,0.5,3
1412,23523269,48,,4
1413,14409734,61,0.5,6
1414,24401446,9,,2
1415,25682053,73,,3
1416,25682053,75,,2
1417,13911927,58,,7
1418,23119147,68,,2
1419,23119147,94,,5
1420,22836248,82,,1
1421,22836248,10,0.1,4
1422,13911927,36,,9
1423,21831867,15,,2
1424,21831867,53,,4
1425,21831867,69,,2
1426,14618152,77,0.4,4
1427,22272875,44,,2
1428,22272875,24,,4
1429,22272875,93,,9
1430,22272875,12,,2
1431,22272875,77,,3
1432,22272875,67,,4
1433,22272875,11,,2
1434,12396037,94,,3
1435,12396037,12,,5
1436,12396037,76,,4
1437,12396037,77,0.1,7
1438,12396037,68,0.15,4
1439,14060327,50,0.5,3
1440,23228532,3,0.1,1
1441,23228532,5,0.1,3
1442,12624729,34,0.5,6
1443,25338028,63,,3
1444,22009539,32,,3
1445,22009539,64,,8
1446,12624729,18,0.5,2
1447,25338028,50,,5
1448,25338028,72,,5
1449,25338028,64,,7
1450,22231102,49,0.1,4
1451,22231102,30,,2
1452,24715440,37,,2
1453,24715440,45,0.1,2
1454,13731484,83,0.15,2
1455,24335650,20,,2
1456,22371090,29,,4
1457,23995423,39,,3
1458,23995423,67,,2
1459,23995423,59,,3
1460,23995423,51,,3
1461,22417338,56,0.1,2
1462,22466466,69,,2
1463,23308849,9,,3
1464,24964549,81,,7
1465,21001305,22,,3
1466,21001305,57,0.1,2
1467,23512904,92,,1
1468,23247635,87,,3
1469,23247635,2,,5
1470,24984653,73,,4
1471,24984653,39,,4
1472,24984653,45,,8
1473,21558843,88,0.2,3
1474,23144294,20,0.1,5
1475,11509619,36,0.5,2
1476,21978402,68,,2
1477,23025991,35,,6
1478,23480401,23,0.1,2
1479,25100288,20,,4
1480,25100288,4,,2
1481,25100288,44,,3
1482,11856860,24,0.5,3
1483,21023382,34,,2
1484,25580875,6,,3
1485,21177332,17,,6
1486,21177332,11,,2
1487,21177332,72,,2
1488,21177332,63,0.4,2
1489,22287053,55,0.5,5
1490,22287053,7,0.5,6
1491,22160548,67,,3
1492,21672765,42,,2
1493,25755966,50,,2
1494,22522806,31,,2
1495,22522806,86,,5
1496,22522806,92,,3
1497,22522806,40,,4
1498,25755966,58,,3
1499,25755966,54,,4
1500,25755966,32,,1
1501,22522806,53,,5
1502,22522806,57,,4
1503,25120264,10,,4
1504,25327902,91,,3
1505,22393484,2,,2
1506,22393484,90,0.15,6
1507,13796476,9,0.1,3
1508,21513143,92,,6
1509,13796476,14,0.1,9
1510,23868505,63,,2
1511,21513143,35,0.4,5
1512,13646834,20,0.1,3
1513,13646834,19,0.1,3
1514,22716574,39,,7
1515,22716574,44,,3
1516,11765963,91,0.5,7
1517,23640830,27,,1
1518,25659427,81,,2
1519,25659427,87,,5
1520,25659427,56,,6
1521,21667548,69,,5
1522,22865767,81,,4
1523,22865767,27,,3
1524,11204965,3,0.7,3
1525,11204965,2,0.5,3
1526,11204965,61,0.5,6
1527,11204965,65,0.5,3
1528,23079444,76,,2
1529,12732419,87,0.8,7
1530,25613626,23,0.5,3
1531,15303768,60,0.6,8
1532,22242548,15,,6
1533,15303768,46,,7
1534,15130228,55,0.4,5
1535,22374376,82,,3
1536,25371207,79,,6
1537,25371207,51,,1
1538,25371207,48,,6
1539,25371207,7,,7
1540,12637730,43,0.1,3
1541,12637730,58,0.1,5
1542,12637730,77,0.15,5
1543,14635720,48,0.4,3
1544,25188979,40,,5
1545,25188979,63,,6
1546,22077845,46,,3
1547,24959803,81,,9
1548,22756176,53,,1
1549,22756176,28,,7
1550,22756176,28,,5
1551,22756176,21,,2
1552,23757629,44,,3
1553,15199936,20,,6
1554,15199936,93,,2
1555,24806252,24,,2
1556,21071143,71,,1
1557,23278844,82,,3
1558,23278844,36,,3
1559,23278844,76,0.1,5
1560,22387374,94,,4
1561,22387374,40,,3
1562,24014694,89,,5
1563,24014694,7,0.1,7
1564,22785188,14,,3
1565,24445402,15,0.1,2
1566,24445402,25,,6
1567,24445402,82,,9
1568,22694947,70,,7
1569,21411725,21,,7
1570,23493303,30,,3
1571,14005393,82,0.4,2
1572,14005393,52,0.4,1
1573,25307098,24,,2
1574,25307098,42,,4
1575,24133534,49,,5
1576,25954014,39,,6
1577,21674960,68,,4
1578,21674960,55,,4
1579,25709491,67,,3
1580,24602933,69,,7
1581,21606540,8,,1
1582,21606540,24,,3
1583,21606540,17,0.1,11
1584,21606540,49,0.1,5
1585,23225401,72,,5
1586,23530985,55,,2
1587,21606540,42,0.15,3
1588,21606540,6,0.15,2
1589,21428608,49,,4
1590,12701284,92,0.1,3
1591,21059749,92,0.1,2
1592,21059749,37,,4
1593,21059749,45,,2
1594,21059749,14,,2
1595,21059749,75,0.1,5
1596,23098892,31,,2
1597,25808020,13,0.1,4
1598,25808020,15,0.1,1
1599,25808020,29,0.1,4
1600,25808020,65,0.1,8
1601,14084224,52,0.6,1
1602,14084224,30,0.5,2
1603,21663353,29,,3
1604,21663353,80,,2
1605,21663353,3,,3
1606,22974297,74,,2
1607,23438393,23,0.1,3
1608,23438393,64,,5
1609,12429268,73,,1
1610,12429268,15,0.4,4
1611,12429268,23,,2
1612,14967576,2,0.1,3
1613,23438393,60,,10
1614,25356719,31,,2
1615,25356719,92,,3
1616,21444969,63,0.1,3
1617,24379168,41,,5
1618,24379168,5,,3
1619,24379168,63,,7
1620,25365524,68,,5
1621,25365524,83,,3
1622,11819598,57,0.4,2
1623,21439357,67,,5
1624,21742205,77,,3
1625,24736606,70,,3
1626,11197304,45,0.1,2
1627,22930401,62,,2
1628,22947739,86,,6
1629,22701376,20,,5
1630,22701376,70,,2
1631,22363775,18,,7
1632,22363775,75,,7
1633,23863050,56,,2
1634,22309141,43,,11
1635,22309141,47,0.1,3
1636,24160852,4,0.1,1
1637,24160852,29,0.1,2
1638,24160852,9,0.1,7
1639,22332844,1,0.5,3
1640,24160852,31,,1
1641,24160852,33,,5
1642,24160852,61,,3
1643,22332844,51,0.5,4
1644,22332844,71,0.5,2
1645,22332844,75,0.5,7
1646,22332844,53,0.5,6
1647,24293573,29,,2
1648,24293573,70,,3
1649,25566593,8,0.1,2
1650,25566593,10,,5
1651,23738573,85,,1
1652,23738573,86,,2
1653,15774254,69,0.3,3
1654,15774254,38,,1
1655,25645358,85,0.5,7
1656,15141433,86,0.5,2
1657,15141433,29,0.5,2
1658,25645358,66,0.5,2
1659,12565333,91,0.5,2
1660,22195955,24,,4
1661,25843148,2,,3
1662,25843148,37,,1
1663,12122628,25,0.1,5
1664,22541285,93,0.1,7
1665,22541285,30,0.1,3
1666,22541285,28,0.1,3
1667,22563560,8,,5
1668,11032855,76,0.5,2
1669,24942348,31,,3
1670,15212034,30,0.6,2
1671,25451215,41,,2
1672,22458009,81,,2
1673,24291867,9,0.1,2
1674,24291867,17,,6
1675,24291867,82,0.1,2
1676,24291867,14,,3
1677,13170764,59,0.1,2
1678,13641925,7,0.15,8
1679,11576508,87,0.1,3
1680,11576508,44,,3
1681,13719538,15,0.15,1
1682,23034225,32,,6
1683,12008620,78,0.6,3
1684,12008620,25,,5
1685,12093927,25,0.5,7
1686,12093927,76,0.5,2
1687,15245986,63,,4
1688,15245986,92,,11
1689,13986604,80,0.5,4
1690,13620342,21,0.5,4
1691,13620342,57,0.5,3
1692,13620342,18,0.5,7
1693,13620342,48,0.5,5
1694,13620342,48,0.5,4
1695,13620342,87,0.5,3
1696,13620342,11,0.5,10
1697,13620342,8,0.5,3
1698,22946531,80,0.1,2
1699,22946531,3,0.1,3
1700,22946531,45,,3
1701,22946531,51,,4
1702,22946531,60,,5
1703,23412393,6,0.3,1
1704,23412393,51,,2
1705,23412393,83,,2
1706,23412393,46,,5
1707,23412393,69,,3
1708,23412393,75,,2
1709,23412393,27,,4
1710,23412393,40,,3
1711,24825433,12,0.1,4
1712,24825433,41,0.1,4
1713,24825433,52,0.1,2
1714,15960351,34,,1
1715,15960351,66,0.15,7
1716,14810258,53,0.5,8
1717,22809459,79,,2
1718,22809459,48,,2
1719,22809459,38,0.1,5
1720,25419499,26,0.1,8
1721,25419499,5,0.1,1
1722,23748239,60,,2
1723,23748239,62,,2
1724,25159841,18,0.1,8
1725,23155394,10,,3
1726,24072999,76,,7
1727,24072999,51,,3
1728,21942082,71,,4
1729,22280466,15,,2
1730,13091951,34,,3
1731,13091951,84,0.4,3
1732,22621001,54,,2
1733,22501542,74,,7
1734,22501542,7,0.15,3
1735,23613797,21,,6
1736,23613797,29,,2
1737,23613797,70,,3
1738,23613797,36,,2
1739,21678413,30,0.4,4
1740,21678413,58,,1
1741,25897153,12,,8
1742,24616664,20,,3
1743,24250639,47,0.5,10
1744,12472329,84,,1
1745,12472329,49,0.1,6
1746,15703527,62,,4
1747,15703527,60,,2
1748,23494145,49,,2
1749,23898439,6,0.1,2
1750,23898439,76,,3
1751,22155276,33,,8
1752,25968338,46,,2
1753,23231769,33,,7
1754,23231769,50,,4
1755,23231769,82,,2
1756,23231769,45,,2
1757,23231769,16,,3
1758,24840257,2,,12
1759,22483866,33,,4
1760,22483866,75,0.1,2
1761,24907749,74,,1
1762,24159779,23,,1
1763,22084881,60,,5
1764,22084881,71,,2
1765,24007496,14,,4
1766,24007496,45,0.1,5
1767,24549533,78,,4
1768,24549533,15,0.1,2
1769,25269514,30,0.6,3
1770,25269514,73,0.5,2
1771,14452672,32,0.1,4
1772,22055382,28,,6
1773,12203661,26,,3
1774,24101342,11,,4
1775,24101342,33,,2
1776,24101342,78,,3
1777,24101342,2,0.1,3
1778,24101342,50,0.1,3
1779,21965184,3,,5
1780,21965184,63,,3
1781,21363320,15,,5
1782,22072341,72,,3
1783,24784843,49,,2
1784,22680695,6,,2
1785,23099065,3,0.4,6
1786,25757351,9,,4
1787,25635375,69,,2
1788,25635375,11,,3
1789,22314672,41,0.5,2
1790,22314672,66,0.5,5
1791,22314672,77,0.5,9
1792,21526126,33,,1
1793,15173520,38,,3
1794,22468555,81,0.1,1
1795,24656026,82,,2
1796,24656026,73,,4
1797,23987473,78,0.5,3
1798,23710236,10,,4
1799,23710236,41,,3
1800,23566481,89,0.1,13
1801,24677834,40,,4
1802,25994251,43,,5
1803,12834141,26,0.5,3
1804,12834141,8,0.5,6
1805,12834141,36,0.5,3
1806,23770443,49,,3
1807,23770443,91,,3
1808,22080192,13,,2
1809,22080192,90,,3
1810,22080192,52,,5
1811,22080192,41,,9
1812,12415775,26,0.1,2
1813,12415775,84,0.1,5
1814,12699123,53,0.5,3
1815,21986848,6,0.15,4
1816,14367428,94,0.1,3
1817,14367428,35,,3
1818,14367428,67,,7
1819,21553989,51,,5
1820,12478809,69,0.5,6
1821,12478809,38,0.5,6
1822,11651208,26,0.1,2
1823,24227357,10,,5
1824,24227357,20,0.1,3
1825,24227357,84,,3
1826,21496224,60,,2
1827,25507408,56,,7
1828,21944737,21,,5
1829,24668554,12,,2
1830,21951025,64,,3
1831,21552977,41,,3
1832,22183106,66,0.2,2
1833,22183106,43,0.1,5
1834,22183106,67,0.1,7
1835,22183106,26,0.1,14
1836,14831874,90,0.5,4
1837,14831874,85,0.5,8
1838,21517831,89,,9
1839,21517831,72,0.1,3
1840,21157133,71,0.1,3
1841,25824366,6,,5
1842,24741193,80,,5
1843,25384501,68,,8
1844,21923654,59,0.5,5
1845,21923654,65,0.5,2
1846,21923654,32,0.5,1
1847,21923654,72,0.5,4
1848,15580946,52,0.5,5
1849,25916678,74,,1
1850,23374683,54,0.1,6
1851,23374683,43,,3
1852,11180980,90,0.2,2
1853,11180980,37,0.5,2
1854,21763830,18,0.6,2
1855,21763830,29,0.5,3
1856,21324546,87,,2
1857,21324546,48,,2
1858,12539640,38,,2
1859,12539640,41,,5
1860,22471764,59,,3
1861,22471764,47,,1
1862,23337263,93,0.1,4
1863,25336654,37,,3
1864,25336654,60,,2
1865,25336654,94,,4
1866,25336654,6,,4
1867,25336654,86,,5
1868,22456263,20,,1
1869,22456263,93,,2
1870,22456263,78,,2
1871,22456263,39,,3
1872,15235697,71,,9
1873,22456263,30,,5
1874,23667418,14,0.1,3
1875,23667418,24,,2
1876,23667418,71,,5
1877,22680511,82,,2
1878,13559379,32,0.5,2
1879,25249245,91,,1
1880,25249245,92,0.1,3
1881,22938951,15,0.5,8
1882,24139746,47,,2
1883,24139746,81,,5
1884,24139746,24,,4
1885,15787277,54,0.5,5
1886,21199538,37,,4
1887,14187289,44,0.5,2
1888,25466966,59,0.1,3
1889,21431851,58,0.1,2
1890,21431851,14,0.1,4
1891,21431851,9,,2
1892,21431851,84,,2
1893,21431851,35,,3
1894,21431851,66,0.1,4
1895,22766375,17,,2
1896,22766375,58,,3
1897,22766375,74,,7
1898,25845607,77,,2
1899,25845607,63,,9
1900,21671236,71,,1
1901,21671236,52,,4
1902,21671236,1,,2
1903,21671236,59,,2
1904,21671236,87,,6
1905,21671236,47,0.1,4
1906,21671236,40,,2
1907,21422192,7,,3
1908,25522696,28,,5
1909,25522696,62,,5
1910,25522696,20,,2
1911,24021910,37,,8
1912,24021910,73,0.1,5
1913,25557687,87,,3
1914,25557687,66,,4
1915,25557687,25,,2
1916,22488132,51,,5
1917,22488132,5,,2
1918,22424030,44,,4
1919,22424030,25,,7
1920,22424030,75,,3
1921,21298741,93,,2
1922,15870634,4,0.1,2
1923,25681163,11,,4
1924,25681163,30,,2
1925,25681163,38,,3
1926,22960821,1,,7
1927,21691714,93,,3
1928,21691714,87,,4
1929,21691714,20,,3
1930,21691714,80,0.1,3
1931,21691714,16,0.1,1
1932,21691714,3,0.1,4
1933,24711472,13,,7
1934,24711472,3,,3
1935,24071187,42,,4
1936,24071187,58,,3
1937,23274675,90,,1
1938,13681832,45,0.2,2
1939,13681832,82,,3
1940,25770374,23,,5
1941,25833893,25,,2
1942,22359818,46,,2
1943,24485887,57,,3
1944,24485887,64,,2
1945,13676319,92,0.4,2
1946,25125870,55,,8
1947,22654005,69,,1
1948,22654005,10,0.4,2
1949,22650623,73,,5
1950,22650623,37,0.15,3
1951,25325598,54,0.1,2
1952,25325598,85,0.1,3
1953,25325598,46,0.1,3
1954,22209297,56,,6
1955,22209297,89,,9
1956,12399688,41,,2
1957,12399688,69,,4
1958,12399688,83,0.15,3
1959,25630828,78,,2
1960,22229637,74,,8
1961,22229637,29,,2
1962,21712951,45,0.1,1
1963,21712951,10,,5
1964,22339134,39,,7
1965,22339134,20,,6
1966,22339134,58,0.1,3
1967,25967582,14,,4
1968,25671193,32,,9
1969,25284545,82,,3
1970,25284545,22,,4
1971,25284545,26,0.1,4
1972,12368261,41,0.5,5
1973,12675422,81,0.85,4
1974,22289922,19,,5
1975,22289922,6,,5
1976,21779420,72,,8
1977,21779420,56,,2
1978,22102738,54,,1
1979,22102738,62,,3
1980,22867475,68,0.5,2
1981,25944655,30,,3
1982,25273222,62,,1
1983,24869643,49,0.1,6
1984,24869643,80,,3
1985,21760393,84,,4
1986,21760393,85,0.15,3
1987,22780126,93,,2
1988,24811686,48,0.1,2
1989,25807038,26,,4
1990,25807038,69,0.1,1
1991,25247012,68,0.1,2
1992,25247012,61,,3
1993,25318538,62,0.1,5
1994,25318538,75,,2
1995,22877241,5,,6
1996,25847046,66,,2
1997,25512464,13,,3
1998,22555687,89,,9
1999,22555687,25,,2
2000,22555687,37,,4
2001,21526824,72,,2
2002,23376474,18,,3
2003,23637663,9,,7
2004,23637663,88,,2
2005,23715659,30,0.1,5
2006,23658529,14,,3
2007,23797337,89,,2
2008,23797337,66,,2
2009,11669193,61,0.4,6
2010,25566758,71,,3
2011,24228050,63,0.1,3
2012,22137901,62,,4
2013,22137901,11,,3
2014,22137901,90,,6
2015,22137901,41,,5
2016,24644458,69,,2
2017,11188964,36,0.5,6
2018,11188964,94,0.5,2
2019,11188964,88,0.5,1
2020,11188964,74,0.5,4
2021,11188964,83,0.5,4
2022,21286695,53,0.1,2
2023,24989862,55,,4
2024,25232287,45,,2
2025,25232287,34,,3
2026,22438411,65,0.1,2
2027,11941104,16,0.5,5
2028,14512208,51,0.5,4
2029,14512208,65,0.5,7
2030,14643815,46,,2
2031,12361211,52,0.6,5
2032,24263971,65,0.1,4
2033,12361211,68,0.4,2
2034,12361211,42,0.4,1
2035,24263971,66,,1
2036,21211994,83,,3
2037,24907139,45,,7
2038,24907139,75,0.15,6
2039,23791638,15,,7
2040,23791638,14,,9
2041,23791638,51,0.1,4
2042,23791638,43,0.1,3
2043,23791638,76,,3
2044,23791638,48,,9
2045,23497513,84,0.1,4
2046,25168556,90,,1
2047,25168556,3,,3
2048,25168556,12,,2
2049,25168556,94,,4
2050,12494521,4,0.5,1
2051,24978525,38,0.1,2
2052,12494521,10,0.5,5
2053,12494521,92,0.5,2
2054,12655811,12,0.5,2
2055,21473317,56,,3
2056,21473317,67,0.4,5
2057,12655811,72,0.5,4
2058,21198526,2,,3
2059,22930191,59,,7
2060,21540709,36,,5
2061,22930191,27,,3
2062,22930191,11,0.4,4
2063,22930191,68,,4
2064,22930191,53,,4
2065,24108483,56,0.1,1
2066,24108483,53,0.35,4
2067,24108483,37,,4
2068,21462152,84,0.3,3
2069,21462152,6,,2
2070,21462152,42,,3
2071,21462152,76,,5
2072,24080677,20,0.1,3
2073,24080677,61,,2
2074,24080677,62,,3
2075,24080677,8,,5
2076,24026260,18,,7
2077,24026260,45,,3
2078,24026260,90,,3
2079,22510515,79,0.1,5
2080,22510515,29,,1
2081,22510515,58,,2
2082,22510515,38,0.1,5
2083,22510515,15,0.15,4
2084,24556851,12,,7
2085,21704393,16,,3
2086,21704393,6,,3
2087,21704393,29,,2
2088,21704393,25,0.1,1
2089,21704393,86,,2
2090,24287995,7,,3
2091,24287995,16,,3
2092,24899743,5,0.1,6
2093,23077199,19,0.1,7
2094,21223851,35,,3
2095,21404439,21,,3
2096,12644618,53,0.5,2
2097,21404439,53,0.15,2
2098,25454545,68,,2
2099,23267066,6,,2
2100,21845274,32,,6
2101,22170704,83,,5
2102,23947984,51,,2
2103,23947984,26,0.1,1
2104,23569748,36,,6
2105,22170704,46,,1
2106,21743140,87,,2
2107,23163464,79,,5
2108,23163464,56,,2
2109,25836794,20,,1
2110,25836794,88,0.1,3
2111,21607446,81,0.1,3
2112,21607446,6,0.15,4
2113,21607446,75,0.15,3
2114,21103132,48,,5
2115,15541212,94,0.1,5
2116,15541212,31,0.1,3
2117,21838775,65,,3
2118,11698939,80,0.3,5
2119,24848943,73,0.1,3
2120,23846568,12,0.5,3
2121,25853394,17,,5
2122,21439705,39,0.1,2
2123,21439705,40,0.1,3
2124,21128541,53,,4
2125,21128541,47,,8
2126,21128541,4,,4
2127,21128541,53,,1
2128,21128541,18,0.4,3
2129,23290357,56,,7
2130,23290357,34,,7
2131,24192199,19,,1
2132,24192199,22,,3
2133,24904223,44,0.1,2
2134,24904223,76,,1
2135,25455334,42,0.1,3
2136,25455334,65,,2
2137,25207465,46,0.1,2
2138,21191624,33,,4
2139,21191624,72,0.1,2
2140,25207465,34,0.15,2
2141,21191624,46,0.15,3
2142,15085527,42,0.5,1
2143,23699074,59,,3
2144,23241112,51,0.1,2
2145,23241112,92,0.1,14
2146,23229508,20,,3
2147,14642813,44,0.5,3
2148,21441306,86,,3
2149,21441306,12,,2
2150,23471823,34,,5
2151,23471823,38,,2
2152,21420387,16,,3
2153,23471823,69,,3
2154,21420387,10,0.1,6
2155,23944475,5,0.2,7
2156,23944475,27,0.1,3
2157,23944475,10,0.1,5
2158,23944475,73,0.1,3
2159,23944475,85,0.1,7
2160,23944475,75,0.2,4
2161,12013268,57,0.5,1
2162,21211810,86,0.1,3
2163,23944475,31,0.1,2
2164,11084413,38,0.2,5
2165,22130247,43,,3
2166,22130247,73,,3
2167,22130247,70,,2
2168,22130247,38,0.4,3
2169,25923089,29,,5
2170,25923089,22,,2
2171,25923089,57,,3
2172,25923089,72,,6
2173,25923089,26,,5
2174,23420594,6,,9
2175,13490826,23,0.1,7
2176,24207693,62,,2
2177,25359319,75,0.15,8
2178,24829315,19,,4
2179,24829315,93,,3
2180,23605781,9,0.1,3
2181,23605781,25,0.1,2
2182,25411795,42,,3
2183,25411795,87,,2
2184,25411795,18,,6
2185,25823618,20,0.1,1
2186,25823618,89,0.1,2
2187,25823618,13,0.1,3
2188,21762599,92,,7
2189,21762599,94,,1
2190,21762599,90,,5
2191,25345056,71,0.1,2
2192,25840484,45,,7
2193,25840484,21,,7
